item_id,timestamp,Amazon_OrderCount,Amazon_NumberOfPieces,Amazon_TotalRevenue,Chick-Fil-A_OrderCount,Chick-Fil-A_NumberOfPieces,Chick-Fil-A_TotalRevenue,Chipotle_OrderCount,Chipotle_NumberOfPieces,Chipotle_TotalRevenue,Costco_OrderCount,Costco_NumberOfPieces,Costco_TotalRevenue,Home_Depot_OrderCount,Home_Depot_NumberOfPieces,Home_Depot_TotalRevenue,Home_Goods_OrderCount,Home_Goods_NumberOfPieces,Home_Goods_TotalRevenue,Lowes_OrderCount,Lowes_NumberOfPieces,Lowes_TotalRevenue,Shein_OrderCount,Shein_NumberOfPieces,Shein_TotalRevenue,Starbucks_OrderCount,Starbucks_NumberOfPieces,Starbucks_TotalRevenue,T.J._Maxx_OrderCount,T.J._Maxx_NumberOfPieces,T.J._Maxx_TotalRevenue,Target_OrderCount,Target_NumberOfPieces,Target_TotalRevenue,Walmart_OrderCount,Walmart_NumberOfPieces,Walmart_TotalRevenue
item0,2020-12-02T00:00:00,295.0,1429.0,19927.169921875,49.0,215.0,2618.580078125,55.0,297.0,3414.330078125,95.0,444.0,12552.0400390625,214.0,1113.0,59588.58984375,184.0,920.0,8068.68017578125,38.0,164.0,5898.7900390625,127.0,599.0,12575.330078125,86.0,399.0,4144.8798828125,0.0,0.0,0.0,315.0,1527.0,15728.4404296875,104.0,556.0,8162.66015625
item0,2020-12-03T00:00:00,318.0,1637.0,27260.220703125,30.0,150.0,1493.4300537109375,104.0,505.0,6181.83984375,111.0,570.0,16216.330078125,314.0,1656.0,73388.171875,172.0,840.0,7261.08984375,12.0,84.0,687.489990234375,105.0,525.0,7790.22998046875,180.0,900.0,12497.9697265625,76.0,423.0,2752.050048828125,289.0,1358.0,11523.990234375,36.0,180.0,792.5999755859375
item0,2020-12-04T00:00:00,350.0,1622.0,23274.19921875,19.0,95.0,1423.8299560546875,166.0,819.0,8420.150390625,131.0,632.0,13624.25,289.0,1407.0,49774.2109375,142.0,837.0,6823.2099609375,43.0,249.0,8215.7998046875,196.0,1042.0,18942.66015625,155.0,791.0,7531.31005859375,80.0,400.0,2421.550048828125,243.0,1301.0,13778.66015625,104.0,540.0,8315.5400390625
item0,2020-12-05T00:00:00,144.0,685.0,10319.990234375,13.0,65.0,493.1000061035156,43.0,247.0,3610.489990234375,56.0,269.0,6949.22021484375,96.0,464.0,20180.66015625,45.0,232.0,2071.75,22.0,110.0,4901.10986328125,39.0,204.0,3917.780029296875,93.0,451.0,6021.240234375,38.0,196.0,1345.1199951171875,92.0,464.0,4891.06005859375,41.0,238.0,3678.580078125
item0,2020-12-06T00:00:00,126.0,609.0,8945.1796875,18.0,90.0,721.1400146484375,38.0,193.0,1710.1199951171875,51.0,247.0,6629.27001953125,102.0,514.0,23878.859375,48.0,240.0,1926.6600341796875,13.0,65.0,3050.260009765625,66.0,329.0,5449.5,100.0,513.0,5512.8701171875,24.0,144.0,924.5999755859375,93.0,468.0,4294.740234375,41.0,199.0,3232.199951171875
item0,2020-12-07T00:00:00,707.0,3392.0,50485.23046875,61.0,305.0,3036.64990234375,272.0,1506.0,16978.98046875,269.0,1331.0,36430.25,620.0,2985.0,140946.703125,398.0,1861.0,16260.7802734375,25.0,125.0,1023.0499877929688,311.0,1478.0,24161.060546875,582.0,2971.0,37018.03125,180.0,900.0,3964.179931640625,504.0,2467.0,20514.5,136.0,640.0,13800.25
item0,2020-12-08T00:00:00,629.0,3170.0,48384.58984375,94.0,524.0,4265.31982421875,42.0,210.0,2320.35009765625,266.0,1345.0,32633.30078125,283.0,1293.0,71850.34375,267.0,1414.0,12382.2802734375,71.0,380.0,10687.5400390625,257.0,1181.0,21709.890625,616.0,2970.0,36126.48828125,189.0,945.0,6959.6201171875,463.0,2636.0,22701.779296875,208.0,1040.0,16008.259765625
item0,2020-12-09T00:00:00,366.0,1805.0,27456.2109375,30.0,150.0,1493.4300537109375,112.0,648.0,4500.06982421875,100.0,463.0,10870.7900390625,188.0,940.0,40699.3203125,146.0,775.0,7353.35986328125,35.0,175.0,5221.0,151.0,702.0,12798.009765625,250.0,1270.0,13472.669921875,43.0,258.0,1261.4100341796875,260.0,1277.0,10901.740234375,84.0,408.0,5474.72998046875
item0,2020-12-10T00:00:00,282.0,1411.0,21534.73046875,43.0,245.0,2385.02001953125,173.0,866.0,9717.73046875,141.0,722.0,21020.900390625,201.0,972.0,57122.1796875,55.0,275.0,2777.89990234375,61.0,328.0,12926.650390625,87.0,400.0,6103.47021484375,212.0,1041.0,10595.4599609375,76.0,380.0,2541.820068359375,288.0,1497.0,14504.26953125,104.0,500.0,7692.72998046875
item0,2020-12-11T00:00:00,366.0,1728.0,25516.5703125,30.0,150.0,1493.4300537109375,122.0,641.0,8051.31005859375,144.0,730.0,17961.41015625,200.0,1019.0,59688.30859375,100.0,500.0,4569.52001953125,38.0,152.0,5800.580078125,109.0,545.0,7430.1201171875,203.0,1046.0,13078.419921875,51.0,222.0,2105.159912109375,216.0,1037.0,11834.9501953125,68.0,320.0,6900.1298828125
item0,2020-12-12T00:00:00,126.0,671.0,9633.3701171875,25.0,125.0,1090.469970703125,18.0,96.0,1057.7900390625,56.0,283.0,6640.080078125,90.0,433.0,24947.05078125,35.0,180.0,1986.6400146484375,15.0,85.0,3324.449951171875,64.0,346.0,6578.89013671875,86.0,430.0,4308.22998046875,13.0,65.0,587.219970703125,85.0,454.0,5269.97021484375,41.0,177.0,3045.989990234375
item0,2020-12-13T00:00:00,144.0,782.0,11964.759765625,0.0,0.0,0.0,13.0,72.0,702.3499755859375,43.0,212.0,4494.259765625,151.0,732.0,31818.5703125,73.0,352.0,3210.010009765625,17.0,85.0,2505.85009765625,60.0,328.0,5496.990234375,87.0,464.0,5349.75,13.0,65.0,587.219970703125,82.0,419.0,4044.580078125,41.0,205.0,3169.280029296875
item0,2020-12-14T00:00:00,658.0,3291.0,53320.1015625,27.0,135.0,1231.4200439453125,126.0,667.0,5177.2998046875,140.0,629.0,14462.7197265625,391.0,1772.0,101239.2109375,290.0,1454.0,14772.3203125,71.0,355.0,10482.9296875,124.0,620.0,13948.1796875,354.0,1770.0,23513.970703125,66.0,264.0,2385.030029296875,508.0,2534.0,26014.119140625,208.0,1040.0,16008.259765625
item0,2020-12-15T00:00:00,657.0,3299.0,46365.16015625,0.0,0.0,0.0,243.0,1178.0,15243.8203125,299.0,1543.0,42504.0703125,338.0,1690.0,73723.2578125,108.0,418.0,5241.60986328125,63.0,361.0,13904.0498046875,468.0,2490.0,44628.76171875,395.0,1830.0,23826.2109375,37.0,185.0,1875.97998046875,665.0,3415.0,35338.21875,208.0,1000.0,15385.4501953125
item0,2020-12-16T00:00:00,366.0,1927.0,29065.41015625,31.0,93.0,1306.3599853515625,65.0,310.0,4199.7001953125,81.0,388.0,10287.4697265625,252.0,1216.0,52714.55859375,129.0,640.0,6254.919921875,46.0,178.0,5747.89990234375,0.0,0.0,0.0,132.0,726.0,7714.31005859375,47.0,235.0,930.9099731445312,217.0,1124.0,9754.849609375,84.0,420.0,6447.10986328125
item0,2020-12-17T00:00:00,328.0,1565.0,24318.849609375,30.0,120.0,1194.75,0.0,0.0,0.0,159.0,769.0,19192.310546875,198.0,1024.0,43499.55859375,160.0,800.0,6303.0498046875,57.0,285.0,12690.6396484375,167.0,927.0,17755.630859375,112.0,521.0,8341.1904296875,76.0,380.0,2541.820068359375,311.0,1458.0,14984.8701171875,36.0,180.0,792.5999755859375
item0,2020-12-18T00:00:00,366.0,1938.0,29368.240234375,13.0,52.0,474.32000732421875,149.0,745.0,7416.56982421875,149.0,712.0,19995.66015625,326.0,1593.0,69209.671875,139.0,631.0,5647.5400390625,23.0,115.0,4729.93994140625,134.0,666.0,11366.1796875,193.0,1005.0,12008.5400390625,141.0,611.0,3694.47998046875,253.0,1166.0,11257.98046875,56.0,280.0,2349.6298828125
item0,2020-12-19T00:00:00,144.0,677.0,10348.7099609375,20.0,100.0,1017.6699829101562,17.0,85.0,1314.77001953125,55.0,293.0,7233.77978515625,42.0,194.0,7135.10986328125,103.0,504.0,4183.0400390625,17.0,87.0,2456.68994140625,69.0,335.0,6378.58984375,58.0,310.0,2190.469970703125,17.0,85.0,415.5799865722656,131.0,619.0,6382.8701171875,41.0,197.0,3044.719970703125
item0,2020-12-20T00:00:00,144.0,651.0,10157.66015625,7.0,21.0,314.739990234375,33.0,182.0,1266.6700439453125,51.0,236.0,5618.97021484375,98.0,467.0,16641.919921875,38.0,202.0,1642.780029296875,27.0,137.0,5056.56005859375,21.0,105.0,976.9400024414062,63.0,317.0,3843.4599609375,31.0,137.0,872.4400024414062,44.0,210.0,2713.409912109375,22.0,102.0,806.47998046875
item0,2020-12-21T00:00:00,657.0,3336.0,46740.66015625,61.0,427.0,4251.2998046875,185.0,925.0,10192.740234375,359.0,1916.0,52623.8515625,616.0,3155.0,131176.765625,278.0,1413.0,12801.0,69.0,241.0,10663.7900390625,345.0,1653.0,26532.109375,612.0,2922.0,36107.921875,86.0,430.0,2102.35009765625,363.0,1689.0,17601.9609375,136.0,720.0,15045.8701171875
item0,2020-12-22T00:00:00,663.0,3242.0,49303.109375,0.0,0.0,0.0,159.0,822.0,11756.4501953125,268.0,1382.0,32973.23046875,565.0,2888.0,141316.046875,262.0,1500.0,12653.099609375,115.0,575.0,25531.400390625,248.0,1220.0,21436.91015625,227.0,1135.0,13466.73046875,94.0,564.0,2234.18994140625,752.0,3910.0,40594.671875,208.0,1080.0,16631.0703125
item0,2020-12-23T00:00:00,309.0,1564.0,21407.080078125,46.0,309.0,2463.8798828125,51.0,255.0,4012.679931640625,141.0,711.0,20392.5703125,255.0,1353.0,61784.80859375,52.0,283.0,3713.449951171875,61.0,305.0,11980.66015625,124.0,610.0,9921.580078125,150.0,727.0,6039.06982421875,80.0,433.0,2719.679931640625,247.0,1363.0,14329.83984375,104.0,568.0,9135.0400390625
item0,2020-12-24T00:00:00,291.0,1435.0,19125.740234375,50.0,231.0,3316.330078125,49.0,245.0,2350.159912109375,88.0,447.0,9178.490234375,326.0,1482.0,56429.12890625,58.0,290.0,2398.969970703125,57.0,262.0,11744.650390625,144.0,659.0,11467.669921875,290.0,1259.0,15010.900390625,43.0,258.0,1261.4100341796875,271.0,1333.0,11221.1103515625,104.0,436.0,6714.72021484375
item0,2020-12-25T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item0,2020-12-26T00:00:00,129.0,627.0,9682.9296875,0.0,0.0,0.0,54.0,258.0,2658.3701171875,40.0,194.0,5240.2001953125,123.0,580.0,24786.16015625,12.0,60.0,607.6099853515625,17.0,76.0,2135.679931640625,29.0,136.0,2051.580078125,57.0,287.0,2830.969970703125,24.0,120.0,770.489990234375,130.0,653.0,6274.93994140625,41.0,191.0,3107.639892578125
item0,2020-12-27T00:00:00,120.0,589.0,8608.0302734375,7.0,35.0,524.5700073242188,22.0,90.0,1231.8299560546875,50.0,226.0,6370.83984375,111.0,554.0,28623.9296875,41.0,219.0,2073.889892578125,17.0,88.0,2595.929931640625,38.0,190.0,3471.14990234375,64.0,328.0,3855.070068359375,35.0,175.0,772.0999755859375,42.0,185.0,2224.449951171875,41.0,233.0,3292.580078125
item0,2020-12-28T00:00:00,740.0,3721.0,55343.08984375,100.0,539.0,6543.759765625,272.0,1360.0,16829.58984375,335.0,1577.0,40715.609375,427.0,2124.0,78875.9765625,253.0,1271.0,11023.080078125,42.0,227.0,4085.699951171875,331.0,1620.0,27072.5703125,304.0,1593.0,20937.4609375,94.0,658.0,2606.56005859375,534.0,2668.0,31014.509765625,136.0,680.0,14423.0595703125
item0,2020-12-29T00:00:00,627.0,3291.0,52661.2109375,66.0,357.0,4400.2900390625,144.0,720.0,10240.830078125,346.0,1787.0,43351.9609375,390.0,1971.0,87536.7265625,291.0,1279.0,11459.650390625,46.0,230.0,9459.8798828125,178.0,819.0,18303.490234375,147.0,735.0,5911.0,131.0,843.0,4482.5400390625,522.0,2822.0,27002.380859375,208.0,1000.0,15385.4501953125
item0,2020-12-30T00:00:00,366.0,1759.0,26195.359375,43.0,245.0,2385.02001953125,69.0,366.0,4204.7998046875,92.0,418.0,12546.6298828125,324.0,1580.0,79569.4609375,99.0,527.0,4799.43994140625,49.0,219.0,10137.669921875,97.0,485.0,8911.76953125,173.0,865.0,10395.259765625,123.0,582.0,3174.610107421875,285.0,1424.0,14639.4599609375,104.0,568.0,9135.0400390625
item0,2020-12-31T00:00:00,262.0,1382.0,21623.349609375,44.0,220.0,2770.169921875,121.0,600.0,5965.0,116.0,566.0,14005.5,326.0,1522.0,74374.7890625,119.0,610.0,4620.27978515625,20.0,108.0,1932.31005859375,182.0,839.0,16228.4697265625,282.0,1410.0,15195.7099609375,90.0,450.0,1982.0899658203125,254.0,1200.0,13812.990234375,104.0,520.0,8004.14013671875
item0,2021-01-01T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item0,2021-01-02T00:00:00,149.0,706.0,10901.3896484375,14.0,70.0,983.280029296875,20.0,95.0,964.4000244140625,40.0,200.0,5439.2998046875,67.0,314.0,12934.740234375,31.0,155.0,1794.31005859375,15.0,90.0,2713.320068359375,37.0,185.0,3732.14990234375,59.0,302.0,2907.60009765625,0.0,0.0,0.0,102.0,499.0,4029.570068359375,44.0,169.0,2800.0400390625
item0,2021-01-03T00:00:00,158.0,752.0,11375.669921875,20.0,100.0,1256.9300537109375,58.0,315.0,3544.35009765625,49.0,235.0,7278.47998046875,109.0,553.0,27261.150390625,36.0,165.0,1720.4000244140625,24.0,123.0,5456.81982421875,70.0,335.0,5511.0400390625,109.0,538.0,6668.47021484375,32.0,174.0,1198.9000244140625,128.0,653.0,6350.240234375,44.0,169.0,2800.0400390625
item0,2021-01-04T00:00:00,813.0,4160.0,63916.05859375,210.0,986.0,12491.48046875,155.0,794.0,8371.3798828125,324.0,1781.0,54452.48046875,608.0,2995.0,123008.59375,192.0,840.0,8273.0498046875,136.0,680.0,26453.189453125,211.0,1117.0,17853.23046875,431.0,2032.0,22435.0703125,41.0,205.0,2078.7900390625,645.0,3100.0,34336.6015625,229.0,1145.0,17651.8203125
item0,2021-01-05T00:00:00,722.0,3761.0,53195.28125,146.0,700.0,7085.85009765625,238.0,1292.0,11333.3896484375,308.0,1432.0,34590.01953125,453.0,2326.0,133082.34375,292.0,1428.0,12814.83984375,127.0,654.0,28730.33984375,318.0,1618.0,24823.630859375,477.0,2241.0,21370.58984375,94.0,564.0,2757.5,618.0,3023.0,33600.5,229.0,1039.0,15154.41015625
item0,2021-01-06T00:00:00,403.0,2108.0,32739.759765625,0.0,0.0,0.0,100.0,549.0,4981.7998046875,173.0,926.0,23810.73046875,379.0,1743.0,89581.453125,108.0,542.0,3693.22998046875,62.0,310.0,13772.0498046875,143.0,732.0,13465.2001953125,170.0,846.0,9938.3798828125,20.0,100.0,1014.0399780273438,362.0,1747.0,17975.73046875,114.0,570.0,8814.900390625
item0,2021-01-07T00:00:00,403.0,1990.0,29922.0390625,0.0,0.0,0.0,53.0,282.0,2808.68994140625,131.0,640.0,15414.6201171875,296.0,1611.0,76904.09375,137.0,722.0,5505.27001953125,42.0,196.0,7737.97021484375,209.0,1084.0,21291.0703125,169.0,873.0,11838.669921875,103.0,515.0,3789.159912109375,205.0,1025.0,12072.58984375,114.0,587.0,8644.080078125
item0,2021-01-08T00:00:00,263.0,1381.0,23224.830078125,71.0,355.0,3823.7099609375,51.0,255.0,3555.8701171875,123.0,668.0,20929.359375,225.0,1125.0,52694.98046875,171.0,959.0,7690.9501953125,28.0,140.0,7279.64013671875,112.0,558.0,9520.8896484375,227.0,1078.0,9296.8603515625,107.0,555.0,3853.14990234375,259.0,1374.0,14126.9599609375,114.0,570.0,8814.900390625
item0,2021-01-09T00:00:00,158.0,832.0,12501.6103515625,14.0,70.0,531.030029296875,49.0,245.0,2923.110107421875,53.0,254.0,7138.830078125,92.0,465.0,17992.2890625,45.0,195.0,1598.3800048828125,26.0,124.0,4589.91015625,54.0,270.0,4442.259765625,114.0,539.0,6302.740234375,8.0,40.0,405.6199951171875,130.0,643.0,7016.2001953125,8.0,48.0,747.3699951171875
item0,2021-01-10T00:00:00,141.0,717.0,9995.2802734375,0.0,0.0,0.0,16.0,89.0,1194.8299560546875,54.0,278.0,8359.33984375,79.0,395.0,15908.8095703125,50.0,259.0,2668.699951171875,29.0,142.0,5481.27001953125,40.0,196.0,2953.719970703125,133.0,649.0,7540.52978515625,0.0,0.0,0.0,99.0,495.0,5451.2998046875,44.0,236.0,3676.030029296875
item0,2021-01-11T00:00:00,722.0,3548.0,49695.578125,67.0,335.0,3335.330078125,181.0,833.0,10720.8896484375,271.0,1328.0,36282.8203125,398.0,1955.0,84037.421875,118.0,513.0,3990.739990234375,47.0,216.0,3427.780029296875,208.0,1083.0,19782.109375,534.0,2991.0,27454.689453125,208.0,967.0,7014.7001953125,558.0,2928.0,33439.4296875,229.0,1145.0,17651.8203125
item0,2021-01-12T00:00:00,813.0,4218.0,64844.140625,43.0,172.0,2577.8701171875,175.0,826.0,10588.5,358.0,1862.0,46934.8984375,390.0,1950.0,85529.5,235.0,1216.0,9257.900390625,19.0,76.0,2281.969970703125,209.0,1023.0,20226.490234375,234.0,1257.0,16718.580078125,103.0,515.0,2040.0899658203125,506.0,2432.0,25527.55078125,229.0,1145.0,17651.8203125
item0,2021-01-13T00:00:00,296.0,1465.0,21369.150390625,36.0,144.0,1092.4000244140625,93.0,501.0,6265.16015625,128.0,590.0,14239.349609375,274.0,1407.0,77071.2265625,50.0,250.0,3172.35009765625,23.0,101.0,1809.5,89.0,428.0,4568.740234375,255.0,1226.0,17937.33984375,67.0,335.0,2163.0,211.0,961.0,9618.83984375,92.0,460.0,7102.169921875
item0,2021-01-14T00:00:00,380.0,1793.0,27815.390625,21.0,126.0,1888.43994140625,133.0,631.0,6993.41015625,162.0,835.0,20253.119140625,257.0,1253.0,63635.2109375,144.0,720.0,7115.18017578125,76.0,417.0,16071.1103515625,159.0,776.0,11926.8603515625,169.0,845.0,8209.6796875,47.0,188.0,919.1699829101562,323.0,1653.0,17189.240234375,22.0,154.0,2397.820068359375
item0,2021-01-15T00:00:00,369.0,1929.0,27843.3203125,51.0,270.0,2186.43994140625,68.0,340.0,5426.0400390625,136.0,671.0,16129.740234375,299.0,1342.0,66759.75,167.0,823.0,6008.81982421875,23.0,115.0,1924.0799560546875,151.0,738.0,14594.8798828125,290.0,1375.0,15905.3095703125,56.0,280.0,2640.199951171875,301.0,1557.0,16095.91015625,114.0,478.0,7394.4599609375
item0,2021-01-16T00:00:00,151.0,737.0,10372.599609375,14.0,70.0,983.280029296875,29.0,158.0,1623.1099853515625,84.0,420.0,11242.6904296875,119.0,610.0,26695.44921875,58.0,300.0,3121.4599609375,5.0,25.0,204.61000061035156,26.0,145.0,2547.830078125,166.0,878.0,9830.0400390625,28.0,132.0,720.6199951171875,126.0,619.0,6789.35986328125,8.0,40.0,622.8099975585938
item0,2021-01-17T00:00:00,158.0,820.0,12461.0703125,13.0,65.0,647.1500244140625,24.0,120.0,1600.3199462890625,55.0,259.0,7652.14990234375,137.0,687.0,32107.9609375,14.0,70.0,489.8900146484375,11.0,55.0,2859.860107421875,70.0,395.0,7533.10986328125,114.0,549.0,6205.31005859375,8.0,40.0,405.6199951171875,125.0,609.0,5745.52978515625,29.0,153.0,3221.219970703125
item0,2021-01-18T00:00:00,813.0,4104.0,61032.328125,140.0,700.0,7925.91015625,192.0,892.0,6536.83984375,350.0,1653.0,38330.62890625,285.0,1470.0,58959.53125,194.0,1060.0,8916.1298828125,104.0,548.0,19046.69921875,288.0,1453.0,25598.1796875,493.0,2549.0,26489.560546875,41.0,205.0,2078.7900390625,587.0,2706.0,27847.76953125,123.0,659.0,5849.8701171875
item0,2021-01-19T00:00:00,777.0,3981.0,58949.87890625,30.0,180.0,1641.8900146484375,216.0,1080.0,16133.8095703125,277.0,1363.0,30911.9296875,513.0,2749.0,127546.046875,282.0,1500.0,13753.9599609375,85.0,425.0,15965.0703125,135.0,810.0,18172.560546875,306.0,1432.0,19539.470703125,0.0,0.0,0.0,739.0,3804.0,37499.37109375,79.0,474.0,2087.18994140625
item0,2021-01-20T00:00:00,369.0,1743.0,25603.009765625,15.0,75.0,684.1199951171875,94.0,427.0,5660.33984375,151.0,709.0,18416.439453125,261.0,1210.0,62371.03125,167.0,848.0,7574.0498046875,62.0,319.0,14042.2802734375,133.0,665.0,11330.759765625,343.0,1822.0,22236.240234375,154.0,723.0,4569.509765625,303.0,1449.0,12159.8203125,92.0,460.0,7102.169921875
item0,2021-01-21T00:00:00,294.0,1418.0,22084.689453125,104.0,555.0,5958.1298828125,159.0,778.0,7935.77978515625,183.0,869.0,21609.2890625,116.0,580.0,29336.240234375,139.0,695.0,7994.169921875,76.0,389.0,14615.1904296875,112.0,520.0,7236.97021484375,178.0,829.0,7941.68017578125,20.0,100.0,1014.0399780273438,230.0,1083.0,12975.330078125,75.0,375.0,7956.25
item0,2021-01-22T00:00:00,285.0,1375.0,22034.19921875,125.0,592.0,6711.6298828125,96.0,456.0,3813.429931640625,108.0,525.0,15799.9404296875,396.0,2050.0,92988.453125,131.0,642.0,6479.6298828125,62.0,310.0,13772.0498046875,137.0,705.0,12897.830078125,114.0,492.0,5247.72021484375,20.0,100.0,1014.0399780273438,294.0,1422.0,15181.240234375,114.0,570.0,8814.900390625
item0,2021-01-23T00:00:00,139.0,718.0,10647.919921875,20.0,100.0,1256.9300537109375,9.0,36.0,397.7799987792969,57.0,253.0,6028.009765625,93.0,482.0,20260.16015625,41.0,185.0,2008.4100341796875,16.0,80.0,3064.469970703125,53.0,265.0,4322.35986328125,81.0,400.0,4329.7900390625,32.0,124.0,896.4099731445312,137.0,738.0,7395.81982421875,23.0,115.0,953.0599975585938
item0,2021-01-24T00:00:00,134.0,669.0,10282.7900390625,20.0,100.0,1256.9300537109375,28.0,140.0,1095.6800537109375,84.0,415.0,10507.2099609375,127.0,641.0,28490.16015625,61.0,278.0,2525.989990234375,29.0,166.0,6225.16015625,21.0,99.0,1591.1099853515625,128.0,616.0,7131.5,42.0,168.0,1147.3199462890625,111.0,571.0,6437.68994140625,44.0,220.0,3426.909912109375
item0,2021-01-25T00:00:00,813.0,3791.0,57824.80859375,73.0,365.0,4590.580078125,162.0,818.0,11799.349609375,259.0,1326.0,34630.390625,364.0,1852.0,76730.34375,378.0,1980.0,17692.76953125,85.0,453.0,16194.240234375,229.0,1145.0,19240.900390625,440.0,2321.0,29475.109375,41.0,205.0,2078.7900390625,669.0,3218.0,33205.05859375,229.0,1066.0,17303.9609375
item0,2021-01-26T00:00:00,813.0,4058.0,61261.44921875,116.0,537.0,5346.7900390625,98.0,588.0,2851.860107421875,401.0,1937.0,52095.0703125,564.0,2906.0,155457.015625,154.0,770.0,6415.75,51.0,255.0,10488.1201171875,247.0,1056.0,20476.009765625,622.0,2943.0,28447.140625,114.0,570.0,5376.27001953125,352.0,1760.0,16967.169921875,229.0,1197.0,15850.1396484375
item0,2021-01-27T00:00:00,348.0,1672.0,25787.240234375,21.0,105.0,1573.699951171875,192.0,838.0,10049.3896484375,125.0,609.0,15865.669921875,257.0,1300.0,64035.4609375,121.0,670.0,5963.18017578125,9.0,36.0,1080.9300537109375,150.0,767.0,12349.7998046875,208.0,1026.0,11892.0302734375,47.0,235.0,1148.9599609375,177.0,798.0,7333.0498046875,61.0,344.0,2743.110107421875
item0,2021-01-28T00:00:00,373.0,1795.0,28247.5,36.0,180.0,1365.5,34.0,136.0,988.1900024414062,152.0,762.0,23052.830078125,359.0,1770.0,80462.3828125,157.0,819.0,7013.81005859375,23.0,106.0,1653.8399658203125,141.0,733.0,15030.26953125,191.0,973.0,13210.080078125,67.0,335.0,2163.0,349.0,1770.0,18463.4296875,92.0,421.0,6930.43994140625
item0,2021-01-29T00:00:00,380.0,1866.0,29163.080078125,21.0,126.0,1888.43994140625,72.0,337.0,2204.81005859375,135.0,700.0,19011.869140625,131.0,596.0,32956.26953125,38.0,212.0,2556.2900390625,28.0,140.0,7279.64013671875,122.0,531.0,8992.2099609375,315.0,1476.0,18072.990234375,0.0,0.0,0.0,342.0,1662.0,16375.919921875,53.0,265.0,6243.52001953125
item0,2021-01-30T00:00:00,140.0,682.0,9495.919921875,27.0,129.0,1465.5799560546875,45.0,263.0,3657.6298828125,62.0,290.0,7701.1298828125,94.0,432.0,14398.5400390625,73.0,344.0,3247.219970703125,29.0,143.0,5620.509765625,63.0,331.0,6271.10009765625,83.0,431.0,4684.06982421875,38.0,190.0,836.1599731445312,125.0,658.0,6870.0498046875,44.0,220.0,3426.909912109375
item0,2021-01-31T00:00:00,140.0,640.0,8880.099609375,0.0,0.0,0.0,55.0,310.0,3382.64990234375,50.0,253.0,5077.3701171875,98.0,539.0,25992.5,94.0,485.0,4359.580078125,29.0,119.0,4547.169921875,32.0,143.0,2152.4599609375,113.0,574.0,7610.080078125,14.0,70.0,632.3900146484375,133.0,626.0,5743.3701171875,23.0,115.0,953.0599975585938
item0,2021-02-01T00:00:00,767.0,3827.0,59221.578125,116.0,580.0,5991.259765625,265.0,1143.0,14115.0,258.0,1290.0,33086.2109375,731.0,3655.0,163578.34375,233.0,1181.0,12337.1904296875,28.0,140.0,1145.81005859375,438.0,2190.0,40630.30859375,406.0,1866.0,19727.23046875,0.0,0.0,0.0,451.0,2559.0,25593.01953125,229.0,1330.0,20497.08984375
item0,2021-02-02T00:00:00,813.0,3937.0,58627.94921875,67.0,268.0,2668.27001953125,298.0,1650.0,22934.69921875,316.0,1574.0,40638.2109375,513.0,2565.0,97017.1171875,261.0,1380.0,10935.759765625,155.0,718.0,26341.80078125,252.0,1260.0,21427.689453125,516.0,2664.0,33030.578125,94.0,470.0,2297.919921875,741.0,3616.0,37260.0390625,229.0,1145.0,17651.8203125
item0,2021-02-03T00:00:00,403.0,1931.0,27626.740234375,0.0,0.0,0.0,121.0,605.0,6544.7001953125,136.0,766.0,18375.0703125,315.0,1672.0,69498.890625,53.0,265.0,2756.4599609375,39.0,195.0,5714.14990234375,180.0,760.0,14162.240234375,359.0,1795.0,21574.16015625,134.0,623.0,3555.469970703125,297.0,1501.0,16622.310546875,114.0,570.0,8814.900390625
item0,2021-02-04T00:00:00,390.0,1826.0,26289.9296875,86.0,431.0,4289.27978515625,183.0,855.0,9215.4404296875,105.0,492.0,14284.0400390625,317.0,1585.0,69115.890625,48.0,240.0,3352.760009765625,62.0,388.0,17284.4609375,186.0,931.0,17254.66015625,165.0,825.0,9234.33984375,20.0,100.0,1014.0399780273438,301.0,1426.0,15358.740234375,114.0,570.0,8814.900390625
item0,2021-02-05T00:00:00,380.0,1979.0,31344.55078125,0.0,0.0,0.0,63.0,315.0,3911.5400390625,157.0,771.0,18597.529296875,332.0,1677.0,88360.3984375,191.0,944.0,8169.10986328125,25.0,125.0,5141.240234375,127.0,645.0,9866.259765625,245.0,1303.0,13310.75,107.0,606.0,4055.179931640625,276.0,1411.0,13234.41015625,114.0,623.0,10063.599609375
