item_id,timestamp,Atlanta_OrderCount,Atlanta_NumberOfPieces,Atlanta_TotalRevenue,Birmingham_OrderCount,Birmingham_NumberOfPieces,Birmingham_TotalRevenue,Chicago_OrderCount,Chicago_NumberOfPieces,Chicago_TotalRevenue,Dallas_OrderCount,Dallas_NumberOfPieces,Dallas_TotalRevenue,Detroit_OrderCount,Detroit_NumberOfPieces,Detroit_TotalRevenue,Houston_OrderCount,Houston_NumberOfPieces,Houston_TotalRevenue,Los_Angeles_OrderCount,Los_Angeles_NumberOfPieces,Los_Angeles_TotalRevenue,Miami_OrderCount,Miami_NumberOfPieces,Miami_TotalRevenue,Milwaukee_OrderCount,Milwaukee_NumberOfPieces,Milwaukee_TotalRevenue,Minneapolis_OrderCount,Minneapolis_NumberOfPieces,Minneapolis_TotalRevenue,Nashville_OrderCount,Nashville_NumberOfPieces,Nashville_TotalRevenue,New_York_OrderCount,New_York_NumberOfPieces,New_York_TotalRevenue,Sacramento_OrderCount,Sacramento_NumberOfPieces,Sacramento_TotalRevenue,San_Diego_OrderCount,San_Diego_NumberOfPieces,San_Diego_TotalRevenue,San_Francisco_OrderCount,San_Francisco_NumberOfPieces,San_Francisco_TotalRevenue,Seattle_OrderCount,Seattle_NumberOfPieces,Seattle_TotalRevenue,Tampa_Bay_OrderCount,Tampa_Bay_NumberOfPieces,Tampa_Bay_TotalRevenue
item0,2021-07-18T00:00:00,24.0,128.0,3436.75,10.0,43.0,496.4800109863281,49.0,262.0,6173.02001953125,29.0,132.0,2588.550048828125,22.0,111.0,2216.7900390625,41.0,190.0,4041.300048828125,20.0,112.0,1668.489990234375,22.0,128.0,2173.27001953125,21.0,110.0,1586.4000244140625,8.0,45.0,1209.5799560546875,11.0,55.0,1316.010009765625,13.0,65.0,759.5800170898438,19.0,103.0,2336.2900390625,20.0,100.0,1260.75,19.0,109.0,1121.68994140625,0.0,0.0,0.0,26.0,123.0,2825.22998046875
item0,2021-07-19T00:00:00,141.0,750.0,20105.2890625,14.0,70.0,5246.740234375,246.0,1264.0,24236.9609375,134.0,629.0,10716.7099609375,118.0,541.0,3611.699951171875,90.0,454.0,4892.5400390625,234.0,1105.0,24485.66015625,119.0,579.0,11647.080078125,74.0,443.0,7679.759765625,28.0,140.0,2880.14990234375,31.0,139.0,3645.7900390625,89.0,411.0,5156.60009765625,68.0,308.0,3363.39990234375,65.0,325.0,3960.4599609375,77.0,409.0,5490.58984375,34.0,170.0,3560.830078125,121.0,567.0,15058.08984375
item0,2021-07-20T00:00:00,77.0,362.0,6285.27001953125,73.0,318.0,7093.8701171875,282.0,1490.0,39268.578125,209.0,1044.0,18489.150390625,133.0,707.0,11935.650390625,21.0,105.0,565.9000244140625,72.0,351.0,6184.14013671875,12.0,48.0,806.3699951171875,202.0,1004.0,13753.240234375,64.0,338.0,8057.06005859375,133.0,565.0,11058.9404296875,86.0,412.0,5462.31005859375,130.0,638.0,12031.0400390625,42.0,210.0,1409.739990234375,127.0,676.0,17815.220703125,60.0,300.0,5832.43017578125,159.0,736.0,16129.75
item0,2021-07-21T00:00:00,80.0,350.0,9781.6396484375,53.0,288.0,5601.7001953125,162.0,777.0,13658.73046875,54.0,277.0,5724.5400390625,69.0,349.0,6858.02978515625,45.0,225.0,2754.4599609375,45.0,245.0,3350.989990234375,10.0,40.0,1353.5999755859375,41.0,200.0,3888.75,23.0,115.0,3217.280029296875,53.0,226.0,5601.740234375,35.0,175.0,1994.9000244140625,76.0,375.0,5148.39013671875,70.0,330.0,4600.31982421875,58.0,285.0,2800.8701171875,43.0,215.0,2930.080078125,81.0,413.0,5033.669921875
item0,2021-07-22T00:00:00,18.0,90.0,761.739990234375,43.0,206.0,2068.139892578125,105.0,530.0,15742.259765625,48.0,240.0,3667.8798828125,57.0,281.0,1904.22998046875,66.0,325.0,8166.58984375,92.0,469.0,6235.18017578125,31.0,145.0,2749.1298828125,64.0,320.0,2849.280029296875,14.0,70.0,1440.0799560546875,20.0,100.0,2506.530029296875,58.0,290.0,3318.469970703125,47.0,235.0,2585.22998046875,70.0,329.0,4733.66015625,42.0,210.0,1506.5799560546875,42.0,229.0,4159.259765625,30.0,150.0,1284.6300048828125
item0,2021-07-23T00:00:00,39.0,216.0,3598.889892578125,9.0,45.0,675.530029296875,85.0,444.0,7220.0,46.0,237.0,3889.820068359375,62.0,281.0,4180.56005859375,63.0,342.0,9062.6396484375,70.0,376.0,5851.91015625,25.0,125.0,2583.550048828125,32.0,178.0,3871.52001953125,32.0,160.0,3673.10009765625,53.0,265.0,5450.509765625,65.0,317.0,3767.169921875,23.0,98.0,3753.31005859375,21.0,105.0,704.8699951171875,43.0,215.0,6251.9501953125,55.0,269.0,5406.6201171875,40.0,200.0,1703.3800048828125
item0,2021-07-24T00:00:00,17.0,85.0,2960.3798828125,6.0,34.0,1113.43994140625,45.0,236.0,4287.18994140625,22.0,117.0,1957.72998046875,22.0,93.0,606.4000244140625,29.0,143.0,3344.030029296875,24.0,120.0,1725.8900146484375,8.0,32.0,419.69000244140625,16.0,80.0,1990.6400146484375,8.0,41.0,1240.81005859375,13.0,61.0,1264.27001953125,20.0,97.0,1118.1300048828125,23.0,109.0,3155.8701171875,16.0,64.0,653.719970703125,16.0,80.0,2488.81005859375,12.0,60.0,370.3599853515625,22.0,109.0,2111.93994140625
item0,2021-07-25T00:00:00,18.0,72.0,1162.6300048828125,10.0,40.0,451.44000244140625,50.0,248.0,7171.9599609375,27.0,145.0,2417.510009765625,12.0,52.0,451.05999755859375,33.0,165.0,3601.02001953125,27.0,135.0,4354.52978515625,5.0,36.0,1199.18994140625,22.0,120.0,1673.1199951171875,5.0,30.0,617.1799926757812,36.0,171.0,3460.739990234375,23.0,109.0,1425.6400146484375,20.0,94.0,2170.1201171875,12.0,60.0,712.1199951171875,22.0,116.0,2750.389892578125,17.0,73.0,1352.8900146484375,14.0,77.0,615.22998046875
item0,2021-07-26T00:00:00,115.0,589.0,10844.2197265625,73.0,358.0,8264.849609375,194.0,1123.0,17998.259765625,136.0,601.0,9932.6796875,115.0,617.0,4288.31005859375,149.0,790.0,17613.759765625,65.0,315.0,4691.830078125,77.0,441.0,9256.830078125,100.0,536.0,7747.0400390625,64.0,348.0,8362.669921875,72.0,376.0,6827.0400390625,71.0,337.0,4102.18994140625,122.0,610.0,9255.4296875,42.0,210.0,1409.739990234375,124.0,562.0,9382.8896484375,66.0,330.0,6330.3701171875,59.0,257.0,2855.02001953125
item0,2021-07-27T00:00:00,73.0,328.0,6306.009765625,70.0,369.0,8750.599609375,266.0,1365.0,26274.939453125,134.0,710.0,12444.73046875,97.0,493.0,4603.0,21.0,105.0,565.9000244140625,113.0,597.0,8841.9501953125,56.0,355.0,6493.41015625,86.0,410.0,6613.5498046875,36.0,180.0,5346.93994140625,57.0,285.0,4153.259765625,89.0,482.0,5958.9599609375,98.0,490.0,8412.83984375,42.0,168.0,1127.800048828125,100.0,512.0,5741.2900390625,61.0,305.0,6921.10009765625,190.0,973.0,18647.58984375
item0,2021-07-28T00:00:00,54.0,323.0,10688.3896484375,35.0,178.0,4139.8701171875,99.0,474.0,12119.41015625,59.0,295.0,4992.990234375,75.0,347.0,5188.10986328125,45.0,237.0,2822.159912109375,47.0,199.0,3132.419921875,24.0,120.0,895.2100219726562,65.0,325.0,5651.35009765625,23.0,106.0,1980.9200439453125,71.0,355.0,6832.0498046875,33.0,176.0,1913.43994140625,65.0,345.0,3119.239990234375,59.0,295.0,3654.719970703125,28.0,140.0,5406.60009765625,48.0,249.0,4366.8701171875,60.0,355.0,8769.740234375
item0,2021-07-29T00:00:00,32.0,142.0,1740.6600341796875,34.0,152.0,3996.530029296875,73.0,343.0,9658.150390625,84.0,420.0,7528.02001953125,68.0,298.0,3817.820068359375,15.0,85.0,675.5399780273438,87.0,495.0,5898.7099609375,28.0,140.0,2083.22998046875,69.0,349.0,5271.39990234375,23.0,115.0,3217.280029296875,53.0,273.0,5612.509765625,83.0,403.0,4948.35009765625,34.0,184.0,1989.8800048828125,21.0,84.0,563.9000244140625,56.0,269.0,6451.2001953125,35.0,175.0,3115.449951171875,63.0,323.0,4266.18994140625
item0,2021-07-30T00:00:00,39.0,213.0,3278.3798828125,26.0,133.0,3464.340087890625,143.0,702.0,12603.1103515625,29.0,136.0,2802.2900390625,45.0,225.0,4870.990234375,22.0,105.0,941.989990234375,62.0,308.0,8275.580078125,18.0,90.0,391.2300109863281,60.0,304.0,4197.89990234375,23.0,129.0,3505.2900390625,46.0,202.0,3018.1298828125,49.0,249.0,2419.330078125,49.0,263.0,2298.969970703125,32.0,149.0,1680.800048828125,63.0,323.0,6943.0,78.0,370.0,5571.06005859375,50.0,251.0,6666.3701171875
item0,2021-07-31T00:00:00,20.0,103.0,3268.010009765625,10.0,50.0,1166.72998046875,41.0,208.0,5091.0,26.0,114.0,1837.0699462890625,21.0,107.0,2222.719970703125,17.0,88.0,888.7999877929688,30.0,158.0,4531.009765625,8.0,46.0,595.9299926757812,21.0,107.0,1654.68994140625,8.0,35.0,636.7999877929688,18.0,107.0,2177.64990234375,20.0,110.0,1288.469970703125,24.0,120.0,1652.27001953125,27.0,135.0,1874.530029296875,22.0,114.0,2164.219970703125,11.0,58.0,1324.300048828125,21.0,101.0,904.9000244140625
item0,2021-08-01T00:00:00,30.0,150.0,2425.2900390625,30.0,150.0,2829.909912109375,57.0,260.0,4065.2900390625,53.0,254.0,4311.0498046875,38.0,181.0,3487.969970703125,35.0,175.0,4455.10986328125,28.0,153.0,6294.97998046875,13.0,73.0,1609.760009765625,48.0,228.0,3426.52001953125,18.0,82.0,2021.22998046875,22.0,106.0,2857.280029296875,33.0,198.0,2712.050048828125,37.0,190.0,4300.60986328125,39.0,205.0,2734.949951171875,24.0,112.0,816.4600219726562,20.0,100.0,1522.3199462890625,23.0,115.0,1196.0
item0,2021-08-02T00:00:00,146.0,730.0,14856.8896484375,28.0,140.0,2101.639892578125,277.0,1385.0,46775.12890625,242.0,1321.0,22804.19921875,127.0,636.0,5321.58984375,126.0,627.0,7250.68994140625,115.0,575.0,26433.259765625,117.0,628.0,15182.349609375,155.0,774.0,11622.6201171875,41.0,205.0,4217.3701171875,266.0,1288.0,25943.0703125,66.0,372.0,4343.56982421875,161.0,781.0,13275.4697265625,152.0,760.0,9719.7900390625,58.0,290.0,4203.91015625,87.0,456.0,10586.4697265625,166.0,831.0,20682.640625
item0,2021-08-03T00:00:00,230.0,1097.0,30701.48046875,113.0,632.0,15627.1796875,265.0,1232.0,34829.1796875,171.0,680.0,10681.099609375,159.0,906.0,7353.35986328125,112.0,525.0,5804.580078125,293.0,1649.0,47916.609375,43.0,215.0,2555.77001953125,229.0,1159.0,12921.009765625,67.0,335.0,6170.39013671875,154.0,770.0,19545.669921875,202.0,932.0,13040.830078125,200.0,1000.0,14749.240234375,93.0,465.0,5673.64990234375,135.0,725.0,4754.4599609375,59.0,295.0,7009.169921875,122.0,610.0,16146.6298828125
item0,2021-08-04T00:00:00,65.0,269.0,4253.75,0.0,0.0,0.0,139.0,659.0,10898.3701171875,98.0,490.0,8177.85009765625,129.0,687.0,10918.73046875,32.0,143.0,1384.68994140625,105.0,539.0,16985.859375,54.0,270.0,5804.93017578125,43.0,209.0,2805.360107421875,33.0,145.0,2622.31005859375,105.0,542.0,12004.1103515625,38.0,216.0,3455.030029296875,95.0,491.0,12064.150390625,0.0,0.0,0.0,39.0,185.0,2549.030029296875,74.0,383.0,5009.330078125,56.0,317.0,7328.97998046875
item0,2021-08-05T00:00:00,104.0,520.0,14641.900390625,56.0,280.0,6496.93994140625,145.0,731.0,24056.640625,66.0,330.0,5384.77001953125,97.0,524.0,4267.759765625,109.0,532.0,12874.009765625,71.0,376.0,5415.1298828125,0.0,0.0,0.0,131.0,696.0,8151.669921875,46.0,243.0,5796.1201171875,95.0,464.0,9646.419921875,89.0,394.0,5293.740234375,28.0,129.0,2094.550048828125,46.0,214.0,2426.489990234375,113.0,587.0,10829.66015625,67.0,382.0,8205.8095703125,101.0,488.0,10610.6796875
item0,2021-08-06T00:00:00,125.0,657.0,17803.48046875,46.0,244.0,2959.429931640625,182.0,839.0,15843.0595703125,66.0,330.0,5384.77001953125,83.0,453.0,3050.909912109375,58.0,254.0,7539.240234375,116.0,580.0,16369.7998046875,29.0,153.0,2054.5400390625,87.0,401.0,3141.360107421875,20.0,100.0,2057.25,95.0,409.0,7548.14990234375,82.0,355.0,4035.1298828125,80.0,400.0,11276.009765625,30.0,150.0,1006.9600219726562,20.0,100.0,501.1400146484375,61.0,347.0,4589.1201171875,101.0,453.0,10656.2197265625
item0,2021-08-07T00:00:00,31.0,136.0,2753.2099609375,21.0,109.0,2814.7900390625,71.0,365.0,11782.7001953125,32.0,170.0,3600.340087890625,49.0,245.0,3731.300048828125,27.0,141.0,1715.050048828125,40.0,188.0,5682.509765625,11.0,55.0,2054.3701171875,35.0,171.0,1525.9200439453125,18.0,95.0,2260.929931640625,26.0,145.0,2731.72998046875,22.0,106.0,838.760009765625,23.0,126.0,2336.889892578125,18.0,114.0,1229.31005859375,14.0,70.0,503.6700134277344,28.0,140.0,1584.0699462890625,39.0,199.0,2387.31005859375
item0,2021-08-08T00:00:00,38.0,190.0,4973.14990234375,10.0,50.0,484.4599914550781,60.0,295.0,4237.02001953125,27.0,145.0,2193.580078125,21.0,106.0,648.260009765625,34.0,176.0,4168.27978515625,56.0,280.0,6667.2099609375,29.0,163.0,2885.780029296875,24.0,125.0,1806.6300048828125,8.0,40.0,822.9000244140625,36.0,169.0,3614.610107421875,38.0,191.0,2427.0400390625,22.0,101.0,1709.4100341796875,29.0,123.0,1520.81005859375,26.0,136.0,1322.9200439453125,27.0,138.0,2690.780029296875,45.0,241.0,5435.1201171875
item0,2021-08-09T00:00:00,53.0,371.0,3140.06005859375,48.0,288.0,2015.56005859375,256.0,1230.0,42492.62109375,219.0,1134.0,19659.189453125,162.0,720.0,15526.6103515625,117.0,534.0,5139.02978515625,192.0,987.0,32651.900390625,123.0,684.0,8938.4697265625,149.0,706.0,9143.5595703125,0.0,0.0,0.0,154.0,770.0,15779.91015625,149.0,721.0,9712.6103515625,41.0,205.0,3179.340087890625,53.0,265.0,4647.16015625,202.0,960.0,23001.5,142.0,683.0,12369.099609375,151.0,755.0,11231.1103515625
item0,2021-08-10T00:00:00,146.0,730.0,14856.8896484375,140.0,700.0,7178.18994140625,267.0,1337.0,21141.880859375,191.0,955.0,16638.419921875,109.0,615.0,4998.66015625,204.0,1093.0,27209.060546875,216.0,1048.0,33360.03125,83.0,415.0,6227.9501953125,255.0,1129.0,18704.140625,94.0,496.0,11892.58984375,135.0,622.0,9228.4599609375,202.0,955.0,14184.919921875,184.0,1000.0,13545.099609375,93.0,465.0,5673.64990234375,123.0,615.0,4434.35009765625,228.0,1054.0,16813.099609375,85.0,400.0,3960.56005859375
item0,2021-08-11T00:00:00,104.0,552.0,16106.580078125,65.0,325.0,3198.68994140625,132.0,628.0,20497.779296875,137.0,630.0,11012.7001953125,88.0,440.0,3631.6298828125,93.0,439.0,9514.6796875,23.0,92.0,1580.510009765625,41.0,205.0,3103.10009765625,72.0,326.0,2563.659912109375,20.0,100.0,2057.25,58.0,271.0,5374.0,110.0,562.0,6765.4599609375,72.0,316.0,9429.1103515625,72.0,360.0,5061.10986328125,138.0,688.0,13937.4404296875,29.0,116.0,3277.0400390625,45.0,209.0,6724.22998046875
item0,2021-08-12T00:00:00,125.0,655.0,17014.310546875,38.0,204.0,2100.800048828125,182.0,834.0,16685.099609375,97.0,485.0,8002.35986328125,71.0,410.0,8669.6103515625,133.0,746.0,15807.5400390625,80.0,384.0,5641.3701171875,13.0,65.0,2701.830078125,67.0,335.0,5819.91015625,33.0,125.0,2210.860107421875,105.0,515.0,11122.3896484375,63.0,315.0,4122.669921875,45.0,216.0,5129.22021484375,46.0,230.0,2781.3701171875,55.0,229.0,2741.590087890625,67.0,325.0,7090.85009765625,75.0,360.0,8698.16015625
item0,2021-08-13T00:00:00,56.0,310.0,5153.35986328125,38.0,190.0,1890.6400146484375,186.0,956.0,19887.119140625,81.0,405.0,6565.0400390625,99.0,495.0,8450.41015625,98.0,503.0,13378.150390625,116.0,580.0,17499.44921875,41.0,205.0,3103.10009765625,52.0,232.0,2678.8701171875,20.0,100.0,2057.25,131.0,645.0,13485.0400390625,73.0,382.0,4876.66015625,93.0,494.0,9663.849609375,75.0,375.0,4770.14990234375,56.0,296.0,1975.800048828125,99.0,543.0,9201.5703125,101.0,515.0,10711.169921875
item0,2021-08-14T00:00:00,31.0,143.0,2793.080078125,11.0,55.0,2030.52001953125,48.0,226.0,3170.659912109375,36.0,166.0,2844.760009765625,26.0,118.0,864.8699951171875,46.0,221.0,4889.35009765625,32.0,160.0,5910.33984375,19.0,95.0,1382.300048828125,59.0,290.0,3368.219970703125,8.0,40.0,822.9000244140625,18.0,90.0,2533.280029296875,38.0,176.0,2458.570068359375,41.0,180.0,4290.330078125,29.0,151.0,1955.6400146484375,24.0,118.0,3030.77001953125,15.0,75.0,1994.93994140625,39.0,201.0,3619.110107421875
item0,2021-08-15T00:00:00,17.0,90.0,1863.739990234375,17.0,83.0,984.6799926757812,66.0,316.0,6037.8701171875,16.0,80.0,1581.5699462890625,34.0,170.0,1380.1400146484375,31.0,165.0,1853.010009765625,33.0,166.0,2474.6201171875,32.0,160.0,3371.389892578125,33.0,165.0,3046.77001953125,13.0,65.0,1810.22998046875,22.0,110.0,2938.280029296875,14.0,70.0,1125.27001953125,37.0,184.0,4722.68994140625,18.0,78.0,987.6400146484375,19.0,103.0,3663.179931640625,11.0,59.0,1702.3800048828125,47.0,225.0,4493.81005859375
item0,2021-08-16T00:00:00,58.0,356.0,10338.740234375,38.0,190.0,2882.449951171875,271.0,1412.0,29193.390625,272.0,1338.0,23150.5,113.0,546.0,4825.22998046875,146.0,716.0,8423.4404296875,104.0,520.0,8402.990234375,143.0,679.0,10266.8603515625,164.0,820.0,11691.8603515625,41.0,205.0,4217.3701171875,82.0,433.0,6439.919921875,77.0,438.0,4190.56982421875,181.0,829.0,21203.330078125,146.0,710.0,10123.330078125,186.0,925.0,9244.9296875,133.0,665.0,8737.1796875,170.0,850.0,10973.0498046875
item0,2021-08-17T00:00:00,176.0,880.0,25113.7109375,107.0,535.0,12432.1796875,286.0,1346.0,20934.4296875,215.0,1132.0,18319.7890625,141.0,669.0,14992.8701171875,117.0,585.0,5671.68017578125,266.0,1260.0,16573.7890625,30.0,180.0,6091.18017578125,274.0,1508.0,19872.599609375,68.0,340.0,9548.9599609375,213.0,1065.0,23191.060546875,144.0,737.0,7492.919921875,92.0,402.0,5085.0,119.0,595.0,6060.06005859375,143.0,745.0,5516.9599609375,106.0,595.0,7683.47998046875,161.0,805.0,11217.900390625
item0,2021-08-18T00:00:00,81.0,329.0,6070.830078125,53.0,270.0,6106.7900390625,185.0,948.0,29860.220703125,97.0,485.0,9861.2998046875,99.0,486.0,8376.75,90.0,450.0,5109.0,46.0,230.0,12465.6201171875,68.0,322.0,3815.610107421875,91.0,515.0,6963.31005859375,33.0,165.0,4624.31005859375,95.0,465.0,8215.0703125,95.0,465.0,4833.490234375,66.0,359.0,6315.31982421875,72.0,360.0,5061.10986328125,60.0,300.0,3747.64990234375,38.0,190.0,3210.110107421875,118.0,602.0,7139.35986328125
item0,2021-08-19T00:00:00,79.0,395.0,10120.5703125,39.0,190.0,4899.81005859375,113.0,571.0,21773.30078125,83.0,442.0,6460.4501953125,107.0,470.0,6218.830078125,40.0,200.0,1709.75,46.0,207.0,3094.360107421875,47.0,188.0,1450.6199951171875,131.0,653.0,7966.85986328125,33.0,185.0,3445.2099609375,92.0,430.0,9438.0302734375,58.0,290.0,4197.43017578125,124.0,637.0,13616.8798828125,72.0,360.0,5061.10986328125,84.0,420.0,3033.7900390625,42.0,220.0,4317.02978515625,86.0,419.0,10786.900390625
item0,2021-08-20T00:00:00,78.0,328.0,11401.4296875,39.0,205.0,5727.419921875,138.0,690.0,12983.83984375,98.0,489.0,8084.919921875,74.0,425.0,8663.3701171875,39.0,180.0,2041.989990234375,85.0,425.0,15611.98046875,39.0,195.0,3266.93994140625,112.0,546.0,6570.490234375,0.0,0.0,0.0,66.0,330.0,8077.3701171875,85.0,408.0,3838.429931640625,45.0,186.0,5067.7900390625,30.0,150.0,1006.9600219726562,87.0,400.0,2917.030029296875,28.0,168.0,2558.860107421875,84.0,394.0,4850.97021484375
item0,2021-08-21T00:00:00,15.0,57.0,1215.1099853515625,20.0,109.0,2720.320068359375,72.0,325.0,9881.3603515625,31.0,148.0,2309.929931640625,16.0,83.0,576.1500244140625,27.0,135.0,3825.0400390625,43.0,215.0,6431.10009765625,9.0,45.0,1267.18994140625,40.0,206.0,3390.639892578125,13.0,65.0,1810.22998046875,21.0,91.0,2284.56005859375,32.0,160.0,1591.989990234375,38.0,184.0,2329.719970703125,29.0,145.0,1822.56005859375,17.0,82.0,930.5499877929688,19.0,84.0,1793.93994140625,12.0,60.0,2440.22998046875
item0,2021-08-22T00:00:00,41.0,193.0,5544.3798828125,30.0,129.0,2401.43994140625,51.0,225.0,7427.58984375,22.0,110.0,2344.989990234375,9.0,45.0,487.510009765625,36.0,189.0,4531.740234375,42.0,210.0,2812.239990234375,24.0,114.0,2320.669921875,56.0,266.0,3994.4599609375,13.0,65.0,1810.22998046875,35.0,151.0,3381.219970703125,27.0,135.0,1303.1600341796875,20.0,95.0,2171.68994140625,18.0,90.0,1068.18994140625,44.0,209.0,4462.16015625,16.0,75.0,1766.6600341796875,39.0,189.0,3887.550048828125
item0,2021-08-23T00:00:00,203.0,1043.0,26031.26953125,28.0,168.0,2521.969970703125,347.0,1678.0,53574.25,215.0,1075.0,18584.140625,198.0,935.0,7901.14013671875,119.0,626.0,18894.55078125,179.0,881.0,10972.16015625,126.0,630.0,8783.7197265625,155.0,872.0,12347.490234375,41.0,205.0,4217.3701171875,95.0,403.0,10173.3701171875,166.0,756.0,8472.76953125,223.0,1138.0,18974.529296875,119.0,654.0,6869.2900390625,123.0,615.0,4434.35009765625,20.0,100.0,2155.449951171875,196.0,970.0,21636.01953125
item0,2021-08-24T00:00:00,118.0,623.0,15922.08984375,161.0,747.0,14556.2099609375,256.0,1377.0,41075.171875,199.0,999.0,17516.91015625,201.0,884.0,14426.76953125,80.0,431.0,4510.1298828125,170.0,758.0,9263.3798828125,27.0,81.0,3366.89990234375,209.0,981.0,7455.8701171875,94.0,510.0,11669.740234375,103.0,376.0,7147.759765625,140.0,745.0,8094.64990234375,92.0,386.0,4829.10009765625,152.0,760.0,9719.7900390625,188.0,947.0,9399.0400390625,107.0,535.0,12014.6201171875,118.0,590.0,5399.7900390625
item0,2021-08-25T00:00:00,99.0,479.0,14670.3701171875,48.0,240.0,5638.31005859375,146.0,730.0,15191.25,107.0,520.0,8453.2197265625,44.0,220.0,7187.89990234375,55.0,282.0,3169.52001953125,147.0,693.0,16285.2197265625,44.0,197.0,3816.139892578125,61.0,291.0,7456.25,33.0,165.0,4624.31005859375,11.0,44.0,891.010009765625,61.0,279.0,3725.449951171875,59.0,304.0,11009.3798828125,72.0,370.0,5162.18017578125,117.0,585.0,12139.669921875,57.0,256.0,4886.27001953125,84.0,420.0,5448.41015625
item0,2021-08-26T00:00:00,30.0,150.0,3377.56005859375,29.0,145.0,5188.89013671875,140.0,700.0,14053.16015625,56.0,280.0,4309.759765625,83.0,415.0,7713.830078125,117.0,563.0,12638.5302734375,121.0,593.0,17497.55078125,23.0,115.0,3209.9599609375,36.0,180.0,4183.5498046875,33.0,145.0,4212.85986328125,76.0,380.0,7808.43994140625,73.0,365.0,2936.18994140625,110.0,495.0,11793.7900390625,56.0,254.0,2830.75,102.0,518.0,5079.66015625,32.0,160.0,3023.760009765625,43.0,215.0,1833.0799560546875
item0,2021-08-27T00:00:00,84.0,350.0,6782.5400390625,19.0,67.0,1020.8900146484375,93.0,437.0,7573.7900390625,92.0,460.0,8104.68994140625,69.0,345.0,7840.72021484375,53.0,219.0,7581.6298828125,71.0,384.0,6261.8701171875,62.0,295.0,3843.669921875,147.0,735.0,9005.4599609375,46.0,243.0,5796.1201171875,76.0,351.0,7450.080078125,22.0,100.0,2120.550048828125,71.0,363.0,3421.47998046875,46.0,246.0,3136.260009765625,116.0,589.0,12260.259765625,33.0,178.0,3600.340087890625,74.0,382.0,9339.669921875
item0,2021-08-28T00:00:00,31.0,155.0,5391.39013671875,28.0,140.0,2673.75,92.0,437.0,11776.16015625,10.0,50.0,1046.1199951171875,27.0,145.0,3019.5,26.0,124.0,3790.659912109375,45.0,260.0,8668.599609375,8.0,48.0,1549.3900146484375,11.0,55.0,1471.2900390625,13.0,65.0,1198.47998046875,8.0,40.0,1031.6099853515625,34.0,150.0,2036.3599853515625,40.0,200.0,4466.91015625,23.0,126.0,1308.02001953125,46.0,230.0,2072.820068359375,13.0,65.0,315.260009765625,37.0,191.0,4598.52001953125
item0,2021-08-29T00:00:00,26.0,135.0,3152.81005859375,11.0,50.0,1955.4599609375,32.0,124.0,3024.510009765625,37.0,185.0,3088.35009765625,20.0,87.0,585.780029296875,21.0,105.0,1271.8699951171875,54.0,293.0,7211.18017578125,17.0,79.0,1539.6400146484375,27.0,147.0,2519.8701171875,8.0,40.0,822.9000244140625,50.0,267.0,5450.02001953125,36.0,188.0,2210.7900390625,41.0,202.0,3624.75,28.0,146.0,1892.47998046875,28.0,128.0,920.510009765625,29.0,132.0,2069.56005859375,27.0,131.0,2994.469970703125
item0,2021-08-30T00:00:00,211.0,1035.0,30455.7109375,92.0,416.0,5131.5,494.0,2402.0,61516.30078125,215.0,1103.0,19007.91015625,178.0,848.0,5627.64013671875,97.0,527.0,5293.52978515625,303.0,1648.0,45886.25,30.0,90.0,3045.590087890625,150.0,690.0,11346.26953125,68.0,367.0,10615.2802734375,23.0,138.0,2794.530029296875,149.0,745.0,10270.669921875,161.0,805.0,12320.8203125,113.0,565.0,6661.080078125,141.0,705.0,7635.97021484375,145.0,751.0,11566.4501953125,142.0,765.0,6131.66015625
item0,2021-08-31T00:00:00,230.0,1333.0,37548.890625,38.0,180.0,2726.2900390625,237.0,1045.0,14976.4599609375,198.0,849.0,13670.0703125,171.0,854.0,17390.529296875,128.0,625.0,7745.72998046875,99.0,495.0,8899.5302734375,47.0,282.0,7804.7099609375,215.0,1128.0,13211.6298828125,68.0,299.0,8705.48046875,192.0,1019.0,20630.44921875,124.0,644.0,8350.650390625,150.0,755.0,6301.35009765625,59.0,295.0,4046.139892578125,220.0,1050.0,7565.990234375,163.0,720.0,14455.6796875,119.0,693.0,21939.759765625
item0,2021-09-01T00:00:00,71.0,364.0,11506.7099609375,41.0,178.0,2097.260009765625,225.0,1058.0,27270.859375,106.0,491.0,9891.16015625,98.0,471.0,8104.580078125,38.0,190.0,2019.6199951171875,71.0,369.0,14312.6796875,54.0,285.0,6312.52978515625,93.0,417.0,3824.14990234375,20.0,80.0,1645.800048828125,102.0,495.0,9627.6396484375,71.0,346.0,3912.699951171875,74.0,359.0,3093.3701171875,45.0,225.0,3763.18994140625,66.0,310.0,8548.3095703125,19.0,114.0,2837.56005859375,86.0,430.0,11022.400390625
item0,2021-09-02T00:00:00,81.0,435.0,8665.5,53.0,275.0,6778.240234375,197.0,957.0,24725.140625,106.0,595.0,10577.76953125,68.0,359.0,2470.800048828125,97.0,508.0,6013.47021484375,66.0,382.0,6090.93017578125,21.0,84.0,998.530029296875,109.0,559.0,5001.06982421875,0.0,0.0,0.0,65.0,325.0,6694.68017578125,59.0,295.0,2409.10009765625,74.0,370.0,3203.260009765625,46.0,230.0,2781.3701171875,116.0,620.0,13484.849609375,32.0,179.0,3496.68994140625,84.0,419.0,5508.47021484375
